0.000000000000000000e+00,0.000000000000000000e+00,2.700000000000000178e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000222e-01,-1.800000000000000044e+00,0.000000000000000000e+00,9.000000000000000222e-01,-1.800000000000000044e+00,0.000000000000000000e+00,9.000000000000000222e-01,-1.800000000000000044e+00,0.000000000000000000e+00,9.000000000000000222e-01,-1.800000000000000044e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.327696969646265403e-04,-2.824530916674183401e-04,2.705125517485954534e-01,9.999328605577674223e-01,-1.142344696033747303e-02,-2.764367536790682863e-04,-1.924271037511830632e-03,2.671701023596047969e-02,9.157089691191597769e-01,-1.821567874863623260e+00,2.845983423049006436e-02,9.053104652766590377e-01,-1.813144593722186615e+00,2.202101854387591637e-02,9.181820505647376729e-01,-1.822004324524624908e+00,1.947716978409402486e-02,9.074584129799906362e-01,-1.808988129476436058e+00,3.028782648833625024e-02,-2.564020322095940038e-02,4.615564754536633646e-02,-2.075691390993591234e+00,-5.230556412391505067e-02,-3.497504892362656159e-01,2.427274616989105738e+00,1.427086327855453973e+00,-1.943127891189896816e+00,2.598212623243394859e+00,4.701129549769579863e-01,-1.176295022666888901e+00,2.003633650808469557e+00,1.654810931984812106e+00,-1.955813597598195841e+00,1.760078339920323254e+00,6.858942773958706107e-01,-7.874388932490488102e-01
1.287438930187014994e-03,-9.375892009489242328e-04,2.720162872896410011e-01,9.994723784908264852e-01,-3.190771171201378653e-02,-5.500130545668146295e-04,-6.046490952038884210e-03,7.448203743852904735e-02,9.397467759895518080e-01,-1.856251765991300040e+00,8.553038061693303551e-02,9.279129777727882500e-01,-1.842953955224388540e+00,6.116051374540149022e-02,9.515203433447104731e-01,-1.853597836777651775e+00,5.226834157851949908e-02,9.238103228994001270e-01,-1.816503884788828849e+00,6.246483429836608564e-02,-2.936382436411124133e-02,1.077646683963961322e-01,-5.708093635144013689e-01,7.794181698809869718e-02,-2.638044651929457030e-01,7.252619577052905608e-01,5.393958958570316264e-02,-3.233954109355184348e-01,1.586211687636333689e+00,1.942914975832467084e+00,-1.567156239193532752e+00,5.385067705393643545e-01,5.731504737321438947e-01,-1.469574216955904511e-02,2.907737621764137081e-01,5.137915182658524538e-01,3.816477522867291472e-01
2.629741613399623305e-03,-1.639133496788607513e-03,2.738630956348581669e-01,9.994916357191685474e-01,-3.090759227097813339e-02,2.076561987069843601e-03,-7.541800696539448061e-03,7.470314907447374309e-02,9.351305933791338454e-01,-1.854223468039968736e+00,1.159578465584369250e-01,9.789547446179391876e-01,-1.887487413646937950e+00,6.150556291174912732e-02,9.471041099458032964e-01,-1.839449432330851231e+00,4.836102631372828087e-02,9.229987826123471351e-01,-1.803485301418362718e+00,7.158029597900913976e-02,-3.970392505951370749e-02,7.426028696030614884e-02,4.333958937636820385e-01,3.727634131360011427e-01,-4.862275400544292803e-02,-3.518618178888150982e-01,-3.388412237627969059e-01,1.852869934230392812e-01,1.502170955106699735e+00,2.533282041963609288e+00,-1.862874193757074970e+00,-1.992135261875863095e-01,-5.836558314560161831e-01,1.013954750524310278e+00,-4.091910142905271219e-01,-2.172150325207078958e-01,6.869001584106987357e-01
3.871843684297252789e-03,-2.758732297318420602e-03,2.764297841008915846e-01,9.998286994381455628e-01,-1.486073274369116050e-02,6.484308745017883582e-03,-8.926597461854986204e-03,5.747375297633565416e-02,9.059758038762535381e-01,-1.829529062295694786e+00,1.048047293327980939e-01,9.884282013729785987e-01,-1.879773231329624261e+00,4.097695488157359484e-02,9.325725377066760302e-01,-1.803977734102438113e+00,9.779461296113865776e-03,9.118162152961166722e-01,-1.782710744152385729e+00,5.801535243208687243e-02,-7.319914283612814765e-02,1.629650253053073761e-01,1.931905718629282287e+00,4.610263934049975698e-01,-1.655667680568119748e-01,-8.646062819577474690e-01,-1.884685218885327140e+00,1.719178377186810103e+00,-1.195019577120407961e+00,-2.070600410729125651e-01,3.143740620457535218e-01,-9.549714363285950469e-01,-4.729613286733600486e-01,1.985973694184300253e+00,-2.342717235483543714e+00,-6.696574062435821650e-01,1.219246117092694925e+00
5.152084519742331122e-03,-4.620439146314396853e-03,2.787688088500309691e-01,9.998950461646527454e-01,-9.784788456814524568e-03,6.510578160485937411e-03,-8.471537183917444980e-03,6.071668214542950276e-02,8.811204953471061252e-01,-1.804012402413864846e+00,1.019965040766703801e-01,9.920841894583609655e-01,-1.862767416384549124e+00,6.921685108750705306e-02,9.628055763621069518e-01,-1.794941217820728019e+00,1.227282474551130882e-02,9.294051780945878916e-01,-1.785923722190167595e+00,6.439572180019820236e-02,-1.015258299997942038e-01,8.881368332518135844e-02,1.071502157277878786e-02,-2.193807730116949517e-01,1.879123518619408018e-01,4.071209029412051206e-01,-9.445651724165717855e-01,1.065891706272610095e+00,1.489096978002497629e-01,3.585304793736281415e-01,1.003757312198098273e+00,2.197513522312662282e+00,2.142002359530340350e+00,6.835980851407953696e-02,9.886817946692051384e-01,1.478358140158631873e+00,-6.876469668486409059e-01
6.486218195679749506e-03,-5.972642382709381775e-03,2.804573766103929389e-01,9.999323768274149815e-01,-3.506677801137664599e-03,6.843562676958412153e-03,-8.724140815112198244e-03,5.167568621772178350e-02,8.777734663462054554e-01,-1.793105463919121734e+00,9.122675716331148099e-02,9.933467566556203332e-01,-1.852381989220287961e+00,5.847660061569810719e-02,9.898413727956685282e-01,-1.752956828199152550e+00,-1.638465915457606829e-03,9.293240687739632300e-01,-1.776550109828249235e+00,6.862827230474981277e-02,-4.238173201045102034e-02,7.976603778677164580e-02,7.877249591143821172e-01,2.200448882403024664e-01,-1.812848320645732703e-01,-6.668987779846163866e-01,3.149625005048998228e-01,1.558939765480291673e-01,-6.891264109443865360e-01,-1.144408590597717906e-01,2.160060810413216847e-01,-1.413081519398339259e+00,7.011582684808469468e-01,1.680927855510716551e+00,-1.368022771207230592e+00,-6.994290498463777705e-01,9.706127226212440950e-01
7.722943170833004335e-03,-6.606943974524012372e-03,2.807248881299676535e-01,9.999304222082963101e-01,4.344600615525827034e-04,8.123967754079764944e-03,-8.541846095749830448e-03,6.142414848360483459e-02,9.110266088332092949e-01,-1.867559398740822774e+00,7.993636144898226548e-02,9.930196512918042506e-01,-1.849236527492250870e+00,4.830906122324325758e-02,9.811361117000404475e-01,-1.739413085442774287e+00,-1.866212979132916838e-02,9.631678052137888635e-01,-1.789680178517009779e+00,5.230256100018899901e-02,-2.215163967217113200e-02,-2.060229341746011231e-02,2.494333385806203063e-01,1.061391474622934983e-01,1.423224990804502210e-01,1.290439229379847896e+00,1.684617430780758429e+00,-4.532066849292491817e+00,-5.525476140910879908e-01,4.645124785891152630e-02,6.465464936594561562e-02,-1.617595352898775485e-01,-8.269369671775275155e-01,1.482701864675667058e-01,-1.076814858076601045e+00,2.857672817754774108e+00,-1.240940765712325922e+00
8.543792422884100707e-03,-7.043339319854129317e-03,2.801774685739794601e-01,9.999125668348151086e-01,2.682657280994833922e-03,9.779184983366408929e-03,-8.487024024050795340e-03,9.049477525850496695e-02,9.368083745715172217e-01,-1.948092255731803002e+00,7.593276210085853073e-02,9.915997097403193017e-01,-1.853898043919325112e+00,4.316767469428241938e-02,9.737002769392222312e-01,-1.732999766403590103e+00,-3.821794505082707488e-02,1.008385443750343891e+00,-1.857593737094188402e+00,3.374064888911382232e-02,-2.078706968574661404e-02,-2.730351521132994355e-02,1.920505883928210755e-01,2.168191084790844769e-01,-1.018549313211320889e-01,1.416253272353317660e+00,9.669267601525824984e-01,-3.335013203354839639e+00,-1.651175522148820574e-02,-1.491594174404928252e-01,-3.928300468369077536e-01,-3.259458793100289964e-01,-1.875766878418593520e-01,3.474796277107704001e-01,-9.401068128545015945e-01,1.530209490792066473e+00,-3.643286412048512002e+00
8.772624279586921023e-03,-7.236827666767632790e-03,2.805835671467982739e-01,9.998689588588021149e-01,4.133093707502725686e-03,1.265105384001174310e-02,-9.215936401498207170e-03,9.523037886356888748e-02,9.338568642942775000e-01,-1.971602120827735005e+00,7.294808205209625529e-02,9.808756608670643473e-01,-1.856102385925655796e+00,3.842956742734925796e-02,9.619573838745114625e-01,-1.719721185068849634e+00,-3.512002599893714050e-02,1.015821740062542000e+00,-1.900441032750216142e+00,-4.015296136005495724e-03,9.912038717754942038e-05,4.613828055575774911e-02,6.757532043750932860e-02,2.959914197181956474e-01,-6.619397873282435729e-02,-4.854853380651273365e-01,-5.745694458532840665e-01,-3.591124406777195244e-01,-1.541870100516567477e-01,-7.108452134126885813e-01,6.694039085040910664e-02,-1.692049982099856631e-01,-7.011554291502740677e-01,7.510971049620531748e-01,7.448888434229424815e-01,-1.796785471505869813e-01,-1.412635235312008186e+00
