7.116197347640991211e-01,-4.613356292247772217e-01,2.665235698223114014e-01,1.198865547776222229e-01,1.464246362447738647e-01,2.297602593898773193e-01,-2.906529903411865234e-01,5.532633066177368164e-01,6.041306257247924805e-01,4.208122938871383667e-02,4.107960462570190430e-01,8.616865277290344238e-01
4.865400195121765137e-01,7.426627278327941895e-01,2.800282649695873260e-02,-1.685357540845870972e-01,-3.819947838783264160e-01,1.157629489898681641e-01,2.741839289665222168e-01,6.760769486427307129e-01,9.514863491058349609e-01,8.392625302076339722e-02,2.410203516483306885e-01,5.867041349411010742e-01
6.158822774887084961e-01,5.731759071350097656e-01,-4.668761789798736572e-01,-5.860067903995513916e-02,-3.140487894415855408e-02,1.512178629636764526e-01,2.289294898509979248e-01,2.756699025630950928e-01,5.888532996177673340e-01,2.522107660770416260e-01,1.294221878051757812e-01,3.583201169967651367e-01
2.243311256170272827e-01,1.839554458856582642e-01,-1.082970872521400452e-01,7.397786527872085571e-02,-7.232899665832519531e-01,8.267172574996948242e-01,-4.051086008548736572e-01,2.351474612951278687e-01,9.460071325302124023e-01,3.033562600612640381e-01,4.107187390327453613e-01,8.433977961540222168e-01
3.462195098400115967e-01,4.969217181205749512e-01,3.202235400676727295e-01,7.577824592590332031e-02,-5.714969038963317871e-01,3.626371324062347412e-01,4.435814619064331055e-01,4.113332927227020264e-01,2.452907115221023560e-01,5.058437585830688477e-01,5.987845063209533691e-01,2.011806964874267578e-01
3.188869059085845947e-01,2.617155909538269043e-01,4.042940139770507812e-01,1.323115378618240356e-01,1.077503561973571777e-01,1.130406484007835388e-01,-2.938046455383300781e-01,-1.496834158897399902e-01,6.699299216270446777e-01,-2.341991513967514038e-01,4.233282208442687988e-01,6.295670270919799805e-01
2.469931542873382568e-01,1.466991901397705078e-01,5.743550658226013184e-01,5.106391906738281250e-01,2.582678496837615967e-01,-7.909538745880126953e-01,-2.933920025825500488e-01,8.271477222442626953e-01,5.631272867321968079e-02,-7.175336033105850220e-02,-3.341219723224639893e-01,2.629656493663787842e-01
6.838006973266601562e-01,-8.866242319345474243e-02,4.425983726978302002e-01,4.794016182422637939e-01,2.369146198034286499e-01,-8.696106076240539551e-01,-2.747631967067718506e-01,4.859894216060638428e-01,-6.523795127868652344e-01,-3.556102812290191650e-01,3.111095130443572998e-01,9.135220050811767578e-01
4.483430981636047363e-01,-3.490364551544189453e-01,7.096284627914428711e-01,2.184884250164031982e-01,3.711262717843055725e-02,-5.947363972663879395e-01,-2.481885626912117004e-02,3.523361384868621826e-01,-4.919767379760742188e-01,-2.180006355047225952e-01,5.802343040704727173e-02,8.534584045410156250e-01
2.956389188766479492e-01,-3.598903119564056396e-01,6.404409408569335938e-01,1.566304452717304230e-02,-4.916152060031890869e-01,-1.750328242778778076e-01,-8.029431849718093872e-02,5.252857804298400879e-01,4.136222600936889648e-01,-8.941655606031417847e-02,3.349827229976654053e-01,4.251627922058105469e-01
